,ds,y,LR_pred,LR_pred_with_noise
664,15936,76.81,76.92382567,76.95673429
665,15960,76.94,76.92299927,76.94517188
666,15984,76.75,76.92217287,76.90057206
667,16008,76.93,76.92134647,76.88450786
668,16032,76.91,76.92052008,76.95323499
669,16056,76.78,76.91969368,76.96009138
670,16080,76.77,76.91886728,76.8978515
671,16104,77.03,76.91804088,76.92105961
672,16128,76.95,76.91721449,76.9182112
673,16152,77.02,76.91638809,76.9267028
674,16176,76.91,76.91556169,76.92356502
675,16200,76.84,76.91473529,76.92430369
676,16224,77.08,76.9139089,76.9232479
677,16248,76.93,76.9130825,76.88380915
678,16272,76.66,76.9122561,76.89581592
679,16296,76.86,76.91142971,76.9051557
680,16320,77.23,76.91060331,76.92659395
681,16344,77.01,76.90977691,76.91601688
682,16368,76.84,76.90895051,76.88743061
683,16392,76.98,76.90812412,76.92794825
684,16416,76.92,76.90729772,76.92526551
685,16440,76.83,76.90647132,76.9231361
686,16464,77.02,76.90564492,76.91948598
687,16488,76.77,76.90481853,76.91432594
688,16512,76.69,76.90399213,76.93792536
689,16536,76.95,76.90316573,76.87556516
690,16560,76.93,76.90233933,76.95674023
691,16584,76.79,76.90151294,76.90056407
692,16608,76.96,76.90068654,76.93722098
693,16632,77.02,76.89986014,76.87985166
694,16656,77.16,76.89903374,76.8780404
695,16680,77.11,76.89820735,76.90636665
696,16704,76.86,76.89738095,76.89045305
697,16728,76.93,76.89655455,76.85121378
698,16752,77.05,76.89572816,76.91665162
699,16776,76.99,76.89490176,76.89622088
700,16800,76.97,76.89407536,76.89596458
701,16824,76.82,76.89324896,76.89304604
702,16848,76.96,76.89242257,76.86551786
703,16872,76.9,76.89159617,76.90783837
704,16896,77.05,76.89076977,76.92134916
705,16920,77.01,76.88994337,76.88238257
706,16944,77,76.88911698,76.89316329
707,16968,76.97,76.88829058,76.88941723
708,16992,76.85,76.88746418,76.89124312
709,17016,76.85,76.88663778,76.90156153
710,17040,76.85,76.88581139,76.89598624
711,17064,76.8,76.88498499,76.8835954
712,17088,76.94,76.88415859,76.92470934
713,17112,76.98,76.8833322,76.87407434
714,17136,76.95,76.8825058,76.89376978
715,17160,76.86,76.8816794,76.89282641
716,17184,76.8,76.880853,76.88870645
717,17208,76.65,76.88002661,76.84616158
718,17232,76.9,76.87920021,76.91455532
719,17256,76.96,76.87837381,76.86925561
720,17280,76.96,76.87754741,76.85803699
721,17304,76.7,76.87672102,76.86342439
722,17328,77.06,76.87589462,76.86392153
723,17352,76.9,76.87506822,76.87754625
724,17376,76.81,76.87424182,76.8895526
725,17400,76.93,76.87341543,76.89925128
726,17424,76.93,76.87258903,76.82576747
727,17448,76.71,76.87176263,76.89767143
728,17472,76.85,76.87093624,76.85185666
729,17496,76.78,76.87010984,76.87045938
730,17520,76.97,76.86928344,76.89313026
731,17544,76.84,76.86845704,76.90713617
732,17568,76.95,76.86763065,76.87071552
733,17592,76.9,76.86680425,76.87537961
734,17616,77.01,76.86597785,76.87236909
735,17640,77.02,76.86515145,76.82913919
736,17664,77,76.86432506,76.86066848
737,17688,76.8,76.86349866,76.85393549
738,17712,76.84,76.86267226,76.84266393
739,17736,76.76,76.86184586,76.84342584
740,17760,76.99,76.86101947,76.87108747
741,17784,76.83,76.86019307,76.84247119
742,17808,76.87,76.85936667,76.88861518
743,17832,76.98,76.85854027,76.87230008
744,17856,76.93,76.85771388,76.84751483
745,17880,76.84,76.85688748,76.88346162
746,17904,76.87,76.85606108,76.86531622
747,17928,76.87,76.85523469,76.87108132
748,17952,76.78,76.85440829,76.85374254
749,17976,76.94,76.85358189,76.87183284
750,18000,76.73,76.85275549,76.84936975
751,18024,76.92,76.8519291,76.84675748
752,18048,76.85,76.8511027,76.84426657
753,18072,76.8,76.8502763,76.83415469
754,18096,77.14,76.8494499,76.84490031
755,18120,77.09,76.84862351,76.87144339
756,18144,76.63,76.84779711,76.8316083
757,18168,77.28,76.84697071,76.86556238
758,18192,76.71,76.84614431,76.82942709
759,18216,76.73,76.84531792,76.82310974
760,18240,76.73,76.84449152,76.84860847
761,18264,76.8,76.84366512,76.83666292
762,18288,76.72,76.84283873,76.83767599
763,18312,76.78,76.84201233,76.84092632
764,18336,76.82,76.84118593,76.84489119
765,18360,76.72,76.84035953,76.84893828
766,18384,77.1,76.83953314,76.8256803
767,18408,77.2,76.83870674,76.85302718
768,18432,76.81,76.83788034,76.85183832
769,18456,76.81,76.83705394,76.80388488
770,18480,77.19,76.83622755,76.85206184
771,18504,77.16,76.83540115,76.83807127
772,18528,76.78,76.83457475,76.83072368
773,18552,76.59,76.83374835,76.81689103
774,18576,76.71,76.83292196,76.81942207
775,18600,76.71,76.83209556,76.84971512
776,18624,76.81,76.83126916,76.82176725
777,18648,76.69,76.83044276,76.80504244
778,18672,76.78,76.82961637,76.86291859
779,18696,76.53,76.82878997,76.82666341
780,18720,76.82,76.82796357,76.84210135
781,18744,76.69,76.82713718,76.83233926
782,18768,76.69,76.82631078,76.84807693
783,18792,76.67,76.82548438,76.81133974
784,18816,76.7,76.82465798,76.87358808
785,18840,76.79,76.82383159,76.78360478
786,18864,76.76,76.82300519,76.80219029
787,18888,76.68,76.82217879,76.83905451
788,18912,76.74,76.82135239,76.85133192
789,18936,76.74,76.820526,76.82216618
790,18960,76.68,76.8196996,76.8117195
791,18984,76.77,76.8188732,76.81491501
792,19008,76.85,76.8180468,76.8044891
793,19032,76.74,76.81722041,76.79341489
794,19056,76.71,76.81639401,76.82766097
795,19080,76.67,76.81556761,76.81333012
796,19104,76.73,76.81474122,76.7867412
797,19128,76.66,76.81391482,76.80969216
798,19152,76.56,76.81308842,76.79511355
799,19176,76.75,76.81226202,76.81668298
800,19200,76.7,76.81143563,76.81386118
801,19224,76.67,76.81060923,76.82438058
802,19248,76.91,76.80978283,76.77508539
803,19272,76.82,76.80895643,76.80807006
804,19296,76.85,76.80813004,76.82540295
805,19320,76.79,76.80730364,76.81050511
806,19344,76.63,76.80647724,76.80863428
807,19368,76.73,76.80565084,76.82716275
808,19392,76.89,76.80482445,76.76736037
809,19416,76.88,76.80399805,76.80168762
810,19440,76.95,76.80317165,76.81639646
811,19464,76.86,76.80234526,76.76484195
812,19488,76.91,76.80151886,76.82281055
813,19512,76.8,76.80069246,76.78254522
814,19536,76.75,76.79986606,76.78274823
815,19560,76.6,76.79903967,76.80672645
816,19584,76.72,76.79821327,76.75970189
817,19608,76.92,76.79738687,76.80509787
818,19632,76.75,76.79656047,76.82153914
819,19656,76.91,76.79573408,76.78504112
820,19680,76.85,76.79490768,76.77999466
821,19704,76.8,76.79408128,76.81322631
822,19728,76.76,76.79325488,76.81572492
823,19752,76.88,76.79242849,76.78589193
824,19776,77.01,76.79160209,76.77231031
825,19800,76.72,76.79077569,76.79231054
826,19824,76.77,76.78994929,76.81331142
827,19848,76.85,76.7891229,76.79529703
828,19872,76.83,76.7882965,76.75291867
829,19896,76.78,76.7874701,76.79055796
830,19920,76.76,76.78664371,76.79570373
831,19944,76.74,76.78581731,76.76989887
832,19968,76.71,76.78499091,76.74242471
833,19992,76.93,76.78416451,76.78522857
834,20016,76.88,76.78333812,76.79343013
835,20040,76.97,76.78251172,76.77871053
836,20064,76.78,76.78168532,76.78223433
837,20088,76.77,76.78085892,76.78355906
838,20112,76.75,76.78003253,76.78200289
839,20136,76.83,76.77920613,76.73078946
840,20160,76.86,76.77837973,76.74706889
841,20184,76.84,76.77755333,76.78923979
842,20208,76.67,76.77672694,76.76507286
843,20232,76.72,76.77590054,76.73471936
844,20256,76.8,76.77507414,76.75673735
845,20280,76.81,76.77424775,76.81578389
846,20304,76.7,76.77342135,76.7716496
847,20328,76.85,76.77259495,76.78751832
848,20352,76.69,76.77176855,76.72934582
849,20376,76.8,76.77094216,76.79414419
850,20400,76.55,76.77011576,76.74046284
851,20424,76.94,76.76928936,76.74852921
852,20448,76.89,76.76846296,76.75708839
853,20472,77.01,76.76763657,76.75231987
854,20496,76.81,76.76681017,76.74250055
855,20520,76.8,76.76598377,76.75679252
856,20544,76.77,76.76515737,76.7680825
857,20568,76.91,76.76433098,76.74608037
858,20592,76.88,76.76350458,76.78892003
859,20616,76.83,76.76267818,76.73999762
860,20640,76.79,76.76185178,76.78099618
861,20664,76.76,76.76102539,76.75516422
862,20688,77,76.76019899,76.73511127
863,20712,76.93,76.75937259,76.75344464
864,20736,76.85,76.7585462,76.73694865
865,20760,76.81,76.7577198,76.73977276
866,20784,76.81,76.7568934,76.77977314
867,20808,76.76,76.756067,76.76708993
868,20832,76.74,76.75524061,76.74897147
869,20856,76.84,76.75441421,76.74140362
870,20880,76.91,76.75358781,76.77189837
871,20904,76.8,76.75276141,76.75974402
872,20928,76.77,76.75193502,76.78903635
873,20952,76.83,76.75110862,76.76000706
874,20976,76.8,76.75028222,76.77057145
875,21000,76.88,76.74945582,76.77477148
876,21024,76.73,76.74862943,76.73143583
877,21048,76.88,76.74780303,76.75273674
878,21072,76.75,76.74697663,76.77340444
879,21096,76.75,76.74615024,76.76628277
880,21120,76.71,76.74532384,76.75151027
881,21144,76.81,76.74449744,76.72290663
882,21168,76.93,76.74367104,76.74832291
883,21192,76.74,76.74284465,76.75199492
884,21216,76.52,76.74201825,76.72796817
885,21240,76.68,76.74119185,76.70920922
886,21264,77,76.74036545,76.73276107
887,21288,76.82,76.73953906,76.72300382
888,21312,76.68,76.73871266,76.75101902
889,21336,76.8,76.73788626,76.68167826
890,21360,76.88,76.73705986,76.73571289
891,21384,76.64,76.73623347,76.71168861
892,21408,76.74,76.73540707,76.75534171
893,21432,76.73,76.73458067,76.734515
894,21456,76.65,76.73375428,76.75067521
895,21480,76.57,76.73292788,76.75641539
896,21504,76.55,76.73210148,76.76607816
897,21528,76.86,76.73127508,76.73199524
898,21552,76.66,76.73044869,76.71431805
899,21576,76.85,76.72962229,76.67440284
900,21600,76.71,76.72879589,76.73431606
901,21624,76.63,76.72796949,76.72222433
902,21648,76.68,76.7271431,76.71199197
903,21672,76.7,76.7263167,76.67642544
904,21696,76.8,76.7254903,76.69618833
905,21720,76.86,76.7246639,76.73084253
906,21744,76.6,76.72383751,76.71383846
907,21768,76.74,76.72301111,76.75023085
908,21792,76.84,76.72218471,76.71629555
909,21816,76.76,76.72135831,76.72231583
910,21840,76.8,76.72053192,76.70792731
911,21864,76.79,76.71970552,76.71372215
912,21888,76.62,76.71887912,76.71453559
913,21912,76.82,76.71805273,76.7290413
914,21936,76.54,76.71722633,76.70323906
915,21960,76.74,76.71639993,76.73540003
916,21984,76.83,76.71557353,76.72900443
917,22008,76.64,76.71474714,76.73942226
918,22032,76.66,76.71392074,76.72635788
919,22056,76.81,76.71309434,76.73573993
920,22080,76.58,76.71226794,76.72531464
921,22104,76.64,76.71144155,76.68909205
922,22128,76.53,76.71061515,76.69813778
923,22152,76.63,76.70978875,76.72439799
924,22176,76.54,76.70896235,76.7190575
925,22200,76.63,76.70813596,76.73158456
926,22224,76.74,76.70730956,76.6910109
927,22248,76.59,76.70648316,76.73556689
928,22272,76.59,76.70565677,76.72613799
929,22296,76.56,76.70483037,76.71472399
930,22320,76.82,76.70400397,76.69251919
931,22344,76.78,76.70317757,76.70116867
932,22368,76.74,76.70235118,76.68393587
933,22392,76.6,76.70152478,76.67037943
934,22416,76.62,76.70069838,76.7556185
935,22440,76.59,76.69987198,76.70255536
936,22464,76.69,76.69904559,76.68315463
937,22488,76.55,76.69821919,76.65959127
938,22512,76.67,76.69739279,76.70417307
939,22536,76.72,76.69656639,76.73093437
940,22560,76.68,76.69574,76.68936524
941,22584,76.58,76.6949136,76.7039154
942,22608,76.72,76.6940872,76.72805235
943,22632,76.69,76.69326081,76.73994125
944,22656,76.71,76.69243441,76.69148289
945,22680,76.67,76.69160801,76.6842001
946,22704,76.75,76.69078161,76.68266314
947,22728,76.51,76.68995522,76.70115427
948,22752,76.67,76.68912882,76.6762788
949,22776,76.47,76.68830242,76.65458141
950,22800,76.73,76.68747602,76.67422225
951,22824,76.64,76.68664963,76.70724803
952,22848,76.82,76.68582323,76.70603368
953,22872,76.46,76.68499683,76.67781582
954,22896,76.44,76.68417043,76.66331653
955,22920,76.61,76.68334404,76.73602287
956,22944,76.55,76.68251764,76.66228027
957,22968,76.47,76.68169124,76.69083477
958,22992,76.41,76.68086484,76.6536067
959,23016,76.64,76.68003845,76.71372765
960,23040,76.43,76.67921205,76.67658184
961,23064,76.56,76.67838565,76.70155132
962,23088,76.49,76.67755926,76.68334924
963,23112,76.69,76.67673286,76.71015665
964,23136,76.67,76.67590646,76.67535629
965,23160,76.49,76.67508006,76.68342046
966,23184,76.62,76.67425367,76.69483181
967,23208,76.57,76.67342727,76.6865895
968,23232,76.53,76.67260087,76.6478731
969,23256,76.75,76.67177447,76.69555393
970,23280,76.69,76.67094808,76.69130184
971,23304,76.67,76.67012168,76.67952243
972,23328,76.71,76.66929528,76.68398645
973,23352,76.59,76.66846888,76.68682449
974,23376,76.62,76.66764249,76.63583053
975,23400,76.54,76.66681609,76.69106312
976,23424,76.71,76.66598969,76.65285885
977,23448,76.53,76.6651633,76.67875618
978,23472,76.67,76.6643369,76.68186721
979,23496,76.58,76.6635105,76.6580433
980,23520,76.64,76.6626841,76.64647479
981,23544,76.5,76.66185771,76.65332525
982,23568,76.54,76.66103131,76.64244174
983,23592,76.61,76.66020491,76.6712721
984,23616,76.66,76.65937851,76.66514178
985,23640,76.66,76.65855212,76.64806259
986,23664,76.57,76.65772572,76.66103144
987,23688,76.64,76.65689932,76.70337357
988,23712,76.66,76.65607292,76.66543566
989,23736,76.59,76.65524653,76.63502246
990,23760,76.73,76.65442013,76.63553608
991,23784,76.49,76.65359373,76.62255031
992,23808,76.57,76.65276733,76.65360455
993,23832,76.48,76.65194094,76.64788458
994,23856,76.76,76.65111454,76.62931137
995,23880,76.52,76.65028814,76.63976837
996,23904,76.43,76.64946175,76.65141989
997,23928,76.63,76.64863535,76.64382578
998,23952,76.59,76.64780895,76.64084411
999,23976,76.63,76.64698255,76.58527556
1000,24000,76.69,76.64615616,76.6330193
1001,24024,76.64,76.64532976,76.64430174
1002,24048,76.8,76.64450336,76.69336155
1003,24072,76.69,76.64367696,76.63251631
1004,24096,76.85,76.64285057,76.62468199
1005,24120,76.65,76.64202417,76.66724222
1006,24144,76.57,76.64119777,76.65975713
1007,24168,76.67,76.64037137,76.64588606
1008,24192,76.48,76.63954498,76.68614824
1009,24216,76.47,76.63871858,76.62591935
1010,24240,76.64,76.63789218,76.67112423
1011,24264,76.9,76.63706579,76.63809873
1012,24288,76.55,76.63623939,76.63555263
1013,24312,76.5,76.63541299,76.62283564
1014,24336,76.78,76.63458659,76.6296737
1015,24360,76.53,76.6337602,76.62189972
1016,24384,76.59,76.6329338,76.6143854
1017,24408,76.66,76.6321074,76.67011353
1018,24432,76.75,76.631281,76.62174392
1019,24456,76.63,76.63045461,76.66622782
1020,24480,76.62,76.62962821,76.6387412
1021,24504,76.57,76.62880181,76.65847866
1022,24528,76.77,76.62797541,76.61510155
1023,24552,76.58,76.62714902,76.63001714
1024,24576,76.53,76.62632262,76.62347455
1025,24600,76.59,76.62549622,76.63060864
1026,24624,76.54,76.62466983,76.60893345
1027,24648,76.78,76.62384343,76.61670922
1028,24672,76.56,76.62301703,76.63923066
1029,24696,76.49,76.62219063,76.61290584
1030,24720,76.59,76.62136424,76.63239215
1031,24744,76.78,76.62053784,76.62948376
1032,24768,76.54,76.61971144,76.5929867
1033,24792,76.66,76.61888504,76.65137476
1034,24816,76.69,76.61805865,76.64789916
1035,24840,76.68,76.61723225,76.61592167
1036,24864,76.7,76.61640585,76.61013697
1037,24888,76.75,76.61557945,76.63882194
1038,24912,76.63,76.61475306,76.63267814
1039,24936,76.54,76.61392666,76.61461378
1040,24960,76.6,76.61310026,76.61028463
1041,24984,76.64,76.61227386,76.63767
1042,25008,76.47,76.61144747,76.61440462
1043,25032,76.76,76.61062107,76.62428165
1044,25056,76.57,76.60979467,76.60969404
1045,25080,76.61,76.60896828,76.60442173
1046,25104,76.59,76.60814188,76.6377138
1047,25128,76.63,76.60731548,76.61729035
1048,25152,76.59,76.60648908,76.59626347
1049,25176,76.63,76.60566269,76.56738339
1050,25200,76.69,76.60483629,76.6292151
1051,25224,76.64,76.60400989,76.60759848
1052,25248,76.8,76.60318349,76.61236158
1053,25272,76.69,76.6023571,76.6088417
1054,25296,76.85,76.6015307,76.61100179
1055,25320,76.65,76.6007043,76.61363815
1056,25344,76.57,76.5998779,76.5977231
